#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction	anno	gene
chr8	69769182	69769301	12759869	12759875	Colon-Ep	chr8:69769182-69769301	6CpGs	119bp	0.125	0.922	0.797	0.561	0.329	5.34e-75	U	Intergenic	LOC100505718
chr10	88636293	88636508	15459133	15459141	Colon-Ep	chr10:88636293-88636508	8CpGs	215bp	0.13	0.934	0.805	0.529	0.329	1.08e-80	U	intron	BMPR1A
chr19	14005726	14006214	24367958	24367972	Colon-Ep	chr19:14005726-14006214	14CpGs	488bp	0.228	0.9	0.672	0.462	0.329	9.13e-74	U	intron	C19orf57
chr6	134331871	134332478	10153298	10153303	Colon-Ep	chr6:134331871-134332478	5CpGs	607bp	0.0701	0.884	0.814	0.564	0.328	7.69e-66	U	intron	SLC2A12
chr10	85933927	85935408	15435249	15435262	Colon-Ep	chr10:85933927-85935408	13CpGs	1481bp	0.0696	0.881	0.811	0.557	0.328	1.27e-58	U	intron	C10orf99
chr6	158749703	158749961	10370411	10370416	Colon-Ep	chr6:158749703-158749961	5CpGs	258bp	0.149	0.919	0.77	0.485	0.326	1.99e-64	U	intron	TULP4
chr10	5786546	5786789	14712066	14712072	Colon-Ep	chr10:5786546-5786789	6CpGs	243bp	0.296	0.932	0.637	0.453	0.326	1.5e-85	U	intron	FAM208B
chr1	232500064	232501215	2108996	2109003	Colon-Ep	chr1:232500064-232501215	7CpGs	1151bp	0.0947	0.901	0.806	0.472	0.325	2.97e-57	U	Intergenic	SIPA1L2
chr6	35109390	35109499	9454901	9454911	Colon-Ep	chr6:35109390-35109499	10CpGs	109bp	0.1	0.929	0.829	0.649	0.324	3.8e-98	U	promoter-TSS	TCP11
chr7	138969048	138969574	11838222	11838227	Colon-Ep	chr7:138969048-138969574	5CpGs	526bp	0.109	0.922	0.813	0.666	0.324	6.14e-94	U	exon	UBN2
chr9	132766456	132767038	14440205	14440211	Colon-Ep	chr9:132766456-132767038	6CpGs	582bp	0.048	0.87	0.822	0.466	0.322	1.32e-47	U	intron	FNBP1
chr7	4936583	4937151	10646875	10646884	Colon-Ep	chr7:4936583-4937151	9CpGs	568bp	0.185	0.883	0.698	0.416	0.322	5.32e-60	U	intron	MMD2
chr9	133776618	133776778	14457115	14457120	Colon-Ep	chr9:133776618-133776778	5CpGs	160bp	0.275	0.879	0.604	0.364	0.321	2.51e-62	U	Intergenic	QRFP
chr18	77459409	77459848	24006106	24006118	Colon-Ep	chr18:77459409-77459848	12CpGs	439bp	0.0513	0.951	0.9	0.611	0.321	2.09e-86	U	intron	CTDP1
chr13	102331535	102331598	19202544	19202549	Colon-Ep	chr13:102331535-102331598	5CpGs	63bp	0.0861	0.917	0.831	0.62	0.32	1.54e-76	U	intron	ITGBL1
chr3	63892619	63893416	5037442	5037452	Colon-Ep	chr3:63892619-63893416	10CpGs	797bp	0.376	0.945	0.569	0.444	0.319	2.78e-104	U	intron	ATXN7
chr7	142345674	142346032	11874923	11874934	Colon-Ep	chr7:142345674-142346032	11CpGs	358bp	0.144	0.881	0.737	0.471	0.318	1.13e-59	U	Intergenic	MTRNR2L6
chr2	200337811	200338734	3993696	3993703	Colon-Ep	chr2:200337811-200338734	7CpGs	923bp	0.0199	0.788	0.769	0.496	0.318	5.77e-45	U	TTS	SATB2-AS1
chr1	108224264	108224525	1180484	1180495	Colon-Ep	chr1:108224264-108224525	11CpGs	261bp	0.132	0.914	0.782	0.487	0.317	2.41e-61	U	intron	VAV3
chr3	12617367	12617910	4562992	4562998	Colon-Ep	chr3:12617367-12617910	6CpGs	543bp	0.178	0.932	0.754	0.572	0.316	2.58e-94	U	intron	MKRN2
chr7	104898593	104898641	11576087	11576092	Colon-Ep	chr7:104898593-104898641	5CpGs	48bp	0.0297	0.938	0.908	0.676	0.316	6.13e-81	U	intron	SRPK2
chr16	71461301	71461767	21892220	21892228	Colon-Ep	chr16:71461301-71461767	8CpGs	466bp	0.149	0.825	0.676	0.469	0.316	3.27e-65	U	Intergenic	ZNF23
chr1	226074373	226074588	2025596	2025607	Colon-Ep	chr1:226074373-226074588	11CpGs	215bp	0.104	0.929	0.825	0.565	0.316	2.51e-85	U	exon	LEFTY1
chr15	93364434	93364776	20987468	20987485	Colon-Ep	chr15:93364434-93364776	17CpGs	342bp	0.0307	0.917	0.887	0.608	0.313	8.46e-72	U	Intergenic	ASB9P1
chr15	75473667	75473948	20786402	20786412	Colon-Ep	chr15:75473667-75473948	10CpGs	281bp	0.134	0.908	0.774	0.504	0.313	1.92e-69	U	Intergenic	C15orf39
chr3	73097647	73097785	5114380	5114387	Colon-Ep	chr3:73097647-73097785	7CpGs	138bp	0.0356	0.896	0.86	0.495	0.313	2.38e-55	U	intron	PPP4R2
chr6	109517041	109517347	9981703	9981717	Colon-Ep	chr6:109517041-109517347	14CpGs	306bp	0.289	0.919	0.63	0.448	0.313	1.97e-77	U	Intergenic	CEP57L1
chr16	79462842	79462977	21982634	21982640	Colon-Ep	chr16:79462842-79462977	6CpGs	135bp	0.196	0.921	0.725	0.413	0.312	4.52e-65	U	Intergenic	MAF
chr19	42213576	42213814	24757024	24757031	Colon-Ep	chr19:42213576-42213814	7CpGs	238bp	0.0189	0.839	0.82	0.541	0.311	2.35e-61	U	exon,intron	CEACAM5
chr16	18884841	18885332	21410856	21410863	Colon-Ep	chr16:18884841-18885332	7CpGs	491bp	0.0369	0.945	0.908	0.635	0.31	1.91e-88	U	intron	SMG1
chr3	122086251	122087091	5414056	5414061	Colon-Ep	chr3:122086251-122087091	5CpGs	840bp	0.0879	0.913	0.825	0.609	0.309	1.95e-90	U	intron	CCDC58
chr7	107483770	107483936	11600683	11600695	Colon-Ep	chr7:107483770-107483936	12CpGs	166bp	0.0938	0.931	0.838	0.717	0.308	1.06e-109	U	Intergenic	SLC26A3
chr15	68060654	68061153	20701293	20701299	Colon-Ep	chr15:68060654-68061153	6CpGs	499bp	0.264	0.926	0.661	0.403	0.303	3.44e-65	U	intron	MAP2K5
chr4	165692647	165692781	7318542	7318550	Colon-Ep	chr4:165692647-165692781	8CpGs	134bp	0.0518	0.889	0.838	0.482	0.303	2.11e-56	U	intron	LOC100505989
chr19	17172192	17172454	24427831	24427836	Colon-Ep	chr19:17172192-17172454	5CpGs	262bp	0.0249	0.946	0.921	0.602	0.303	4.47e-71	U	intron	HAUS8
chr12	77637780	77637886	17954637	17954645	Colon-Ep	chr12:77637780-77637886	8CpGs	106bp	0.0496	0.916	0.866	0.672	0.303	4.37e-88	U	Intergenic	E2F7
chr9	35248546	35248925	13675680	13675685	Colon-Ep	chr9:35248546-35248925	5CpGs	379bp	0.0592	0.881	0.822	0.605	0.302	5.78e-62	U	intron	UNC13B
chr3	125474843	125475095	5448478	5448497	Colon-Ep	chr3:125474843-125475095	19CpGs	252bp	0.171	0.916	0.745	0.582	0.302	9.14e-106	U	Intergenic	MIR548I1
chr2	200337137	200337737	3993689	3993696	Colon-Ep	chr2:200337137-200337737	7CpGs	600bp	0.0246	0.875	0.85	0.568	0.302	4.57e-66	U	TTS	SATB2-AS1
chr14	100591284	100591631	20083997	20084007	Colon-Ep	chr14:100591284-100591631	10CpGs	347bp	0.315	0.888	0.572	0.412	0.302	7.19e-75	U	intron	EVL
chr21	35362161	35362507	25973840	25973845	Colon-Ep	chr21:35362161-35362507	5CpGs	346bp	0.0398	0.819	0.78	0.474	0.301	6.66e-50	U	Intergenic	LINC00649
chr17	58593120	58593355	22967168	22967173	Colon-Ep	chr17:58593120-58593355	5CpGs	235bp	0.318	0.945	0.627	0.455	0.301	2.48e-93	U	intron	APPBP2
chr21	33058281	33058572	25943855	25943863	Colon-Ep	chr21:33058281-33058572	8CpGs	291bp	0.194	0.946	0.752	0.438	0.3	2.35e-80	U	intron	SCAF4
chr6	135676756	135677196	10165891	10165904	Colon-Ep	chr6:135676756-135677196	13CpGs	440bp	0.226	0.955	0.729	0.547	0.3	3.5e-119	U	intron	AHI1
chr13	74228143	74228971	18998853	18998859	Colon-Ep	chr13:74228143-74228971	6CpGs	828bp	0.0736	0.854	0.781	0.506	0.299	1.34e-57	U	Intergenic	KLF12
chr15	43095572	43096041	20461062	20461068	Colon-Ep	chr15:43095572-43096041	6CpGs	469bp	0.145	0.953	0.808	0.647	0.299	8.31e-122	U	intron	TTBK2
chr2	183765229	183765300	3887249	3887254	Colon-Ep	chr2:183765229-183765300	5CpGs	71bp	0.167	0.916	0.749	0.391	0.293	8.5e-60	U	Intergenic	FRZB
chr10	21561115	21561293	14882802	14882810	Colon-Ep	chr10:21561115-21561293	8CpGs	178bp	0.187	0.924	0.736	0.483	0.293	2.9e-78	U	Intergenic	NEBL-AS1
chr10	80633259	80633529	15390840	15390845	Colon-Ep	chr10:80633259-80633529	5CpGs	270bp	0.193	0.901	0.707	0.43	0.29	8.2e-61	U	Intergenic	ZMIZ1-AS1
chr9	16855604	16855768	13537663	13537674	Colon-Ep	chr9:16855604-16855768	11CpGs	164bp	0.199	0.929	0.73	0.619	0.29	1.29e-103	U	intron	BNC2
chr6	108453540	108454026	9970767	9970775	Colon-Ep	chr6:108453540-108454026	8CpGs	486bp	0.179	0.908	0.728	0.362	0.288	5.42e-60	U	Intergenic	NR2E1
chr19	56638704	56638958	25035836	25035843	Colon-Ep	chr19:56638704-56638958	7CpGs	254bp	0.247	0.933	0.685	0.568	0.287	1.05e-108	U	Intergenic	ZNF787
chr13	67133641	67133729	18955396	18955401	Colon-Ep	chr13:67133641-67133729	5CpGs	88bp	0.0616	0.92	0.859	0.608	0.287	2.51e-80	U	intron	PCDH9
chr2	152294573	152295518	3653509	3653516	Colon-Ep	chr2:152294573-152295518	7CpGs	945bp	0.0837	0.894	0.81	0.383	0.286	3.21e-56	U	intron	RIF1
chr4	82381839	82382432	6755249	6755255	Colon-Ep	chr4:82381839-82382432	6CpGs	593bp	0.155	0.86	0.705	0.366	0.285	2.63e-44	U	intron	RASGEF1B
chr8	17168987	17169164	12307917	12307924	Colon-Ep	chr8:17168987-17169164	7CpGs	177bp	0.0866	0.911	0.824	0.621	0.284	6.74e-82	U	exon,intron	MTMR7
chr1	32781649	32781746	548955	548962	Colon-Ep	chr1:32781649-32781746	7CpGs	97bp	0.0374	0.929	0.891	0.705	0.284	1.92e-89	U	intron	HDAC1
chr15	101155050	101155935	21067476	21067484	Colon-Ep	chr15:101155050-101155935	8CpGs	885bp	0.19	0.93	0.739	0.574	0.284	9.7e-96	U	intron	ASB7
chr12	10803321	10803465	17414192	17414200	Colon-Ep	chr12:10803321-10803465	8CpGs	144bp	0.0303	0.928	0.898	0.768	0.284	3e-91	U	intron	STYK1
chr9	115544368	115544589	14233664	14233669	Colon-Ep	chr9:115544368-115544589	5CpGs	221bp	0.0597	0.913	0.853	0.609	0.284	6.21e-72	U	intron	SNX30
chr2	42849736	42850583	2722356	2722365	Colon-Ep	chr2:42849736-42850583	9CpGs	847bp	0.206	0.936	0.73	0.492	0.282	1.41e-79	U	intron	MTA3
chr5	32332922	32333229	7849132	7849145	Colon-Ep	chr5:32332922-32333229	13CpGs	307bp	0.213	0.947	0.734	0.513	0.282	7.85e-98	U	Intergenic	MTMR12
chr10	44372536	44372941	15081048	15081054	Colon-Ep	chr10:44372536-44372941	6CpGs	405bp	0.113	0.89	0.777	0.466	0.281	2.52e-51	U	intron	LINC00840
chr1	17841376	17841489	328024	328033	Colon-Ep	chr1:17841376-17841489	9CpGs	113bp	0.059	0.891	0.832	0.584	0.28	5.3e-62	U	Intergenic	ARHGEF10L
chr6	156909918	156910244	10346520	10346545	Colon-Ep	chr6:156909918-156910244	25CpGs	326bp	0.228	0.95	0.722	0.564	0.28	5.33e-105	U	Intergenic	ARID1B
chr1	232071378	232071684	2105323	2105329	Colon-Ep	chr1:232071378-232071684	6CpGs	306bp	0.115	0.872	0.757	0.433	0.28	4.89e-51	U	intron	DISC1
chr16	66781322	66781542	21818469	21818475	Colon-Ep	chr16:66781322-66781542	6CpGs	220bp	0.0294	0.92	0.891	0.732	0.28	5.39e-80	U	intron	DYNC1LI2
chr9	13148882	13149243	13506726	13506731	Colon-Ep	chr9:13148882-13149243	5CpGs	361bp	0.0327	0.883	0.851	0.545	0.279	3.29e-56	U	intron	MPDZ
chr19	14602617	14602835	24382775	24382788	Colon-Ep	chr19:14602617-14602835	13CpGs	218bp	0.0743	0.888	0.814	0.436	0.279	2.2e-53	U	intron	GIPC1
chr16	11879676	11879767	21317376	21317382	Colon-Ep	chr16:11879676-11879767	6CpGs	91bp	0.146	0.921	0.775	0.505	0.278	1.31e-65	U	intron	ZC3H7A
chr3	33689049	33689343	4736564	4736574	Colon-Ep	chr3:33689049-33689343	10CpGs	294bp	0.0881	0.95	0.862	0.704	0.277	7.34e-111	U	intron	CLASP2
chr16	67712117	67712361	21835660	21835671	Colon-Ep	chr16:67712117-67712361	11CpGs	244bp	0.0918	0.909	0.817	0.528	0.276	2.28e-57	U	intron	GFOD2
chr22	43524615	43524872	26594493	26594502	Colon-Ep	chr22:43524615-43524872	9CpGs	257bp	0.0664	0.898	0.831	0.43	0.276	1.86e-51	U	exon,intron	BIK
chr9	37625947	37626153	13705227	13705236	Colon-Ep	chr9:37625947-37626153	9CpGs	206bp	0.0964	0.863	0.766	0.483	0.276	1.66e-59	U	Intergenic	FRMPD1
chr1	1045637	1045789	17263	17268	Colon-Ep	chr1:1045637-1045789	5CpGs	152bp	0.0434	0.894	0.851	0.498	0.276	9.61e-54	U	intron	C1orf159
chr5	45081147	45081725	7946344	7946349	Colon-Ep	chr5:45081147-45081725	5CpGs	578bp	0.056	0.836	0.78	0.407	0.276	6.64e-41	U	Intergenic	MRPS30
chr12	77762044	77762259	17955472	17955477	Colon-Ep	chr12:77762044-77762259	5CpGs	215bp	0.0775	0.934	0.857	0.697	0.275	1.07e-93	U	Intergenic	E2F7
chr12	77637027	77637411	17954630	17954635	Colon-Ep	chr12:77637027-77637411	5CpGs	384bp	0.0743	0.885	0.811	0.51	0.273	1.63e-55	U	Intergenic	E2F7
chr13	66804139	66804452	18953531	18953537	Colon-Ep	chr13:66804139-66804452	6CpGs	313bp	0.0174	0.835	0.818	0.498	0.272	1.06e-45	U	Intergenic	PCDH9-AS2
chr20	14038395	14038878	25209268	25209275	Colon-Ep	chr20:14038395-14038878	7CpGs	483bp	0.0356	0.895	0.86	0.551	0.272	2.66e-60	U	intron	MACROD2
chr3	54357008	54357101	4956249	4956254	Colon-Ep	chr3:54357008-54357101	5CpGs	93bp	0.0759	0.868	0.792	0.486	0.271	4.54e-52	U	intron	CACNA2D3
chr11	1239888	1240142	16018774	16018784	Colon-Ep	chr11:1239888-1240142	10CpGs	254bp	0.132	0.864	0.732	0.487	0.271	1.6e-61	U	Intergenic	MUC5B
chr1	230736931	230737481	2090213	2090221	Colon-Ep	chr1:230736931-230737481	8CpGs	550bp	0.0868	0.83	0.743	0.432	0.27	1.03e-46	U	Intergenic	COG2
chr3	186271825	186272138	5940878	5940884	Colon-Ep	chr3:186271825-186272138	6CpGs	313bp	0.161	0.955	0.794	0.663	0.27	2.29e-104	U	intron	TBCCD1
chr11	75143038	75143230	16756406	16756411	Colon-Ep	chr11:75143038-75143230	5CpGs	192bp	0.146	0.861	0.715	0.48	0.27	1.35e-59	U	Intergenic	KLHL35
chr12	95943603	95943753	18073028	18073035	Colon-Ep	chr12:95943603-95943753	7CpGs	150bp	0.0176	0.882	0.864	0.611	0.269	3.34e-56	U	intron	USP44
chr22	29033199	29033292	26366149	26366157	Colon-Ep	chr22:29033199-29033292	8CpGs	93bp	0.0554	0.935	0.879	0.677	0.268	6.67e-87	U	intron	TTC28
chr16	84126959	84127158	22037125	22037132	Colon-Ep	chr16:84126959-84127158	7CpGs	199bp	0.107	0.886	0.779	0.434	0.267	2.24e-55	U	intron	MBTPS1
chr5	107100017	107100746	8369171	8369176	Colon-Ep	chr5:107100017-107100746	5CpGs	729bp	0.163	0.895	0.732	0.4	0.267	9.6e-58	U	Intergenic	EFNA5
chr18	39310158	39310996	23661251	23661261	Colon-Ep	chr18:39310158-39310996	10CpGs	838bp	0.252	0.904	0.652	0.401	0.267	5.75e-65	U	Intergenic	KC6
chr22	21320014	21320250	26259396	26259402	Colon-Ep	chr22:21320014-21320250	6CpGs	236bp	0.0746	0.897	0.822	0.54	0.266	2.74e-67	U	intron	AIFM3
chr17	58515	58785	22187870	22187877	Colon-Ep	chr17:58515-58785	7CpGs	270bp	0.0841	0.892	0.808	0.499	0.266	6.25e-50	U	intron	RPH3AL
chr1	230739826	230740327	2090250	2090258	Colon-Ep	chr1:230739826-230740327	8CpGs	501bp	0.14	0.906	0.766	0.485	0.265	1.53e-64	U	Intergenic	COG2
chr4	38050398	38050964	6459266	6459272	Colon-Ep	chr4:38050398-38050964	6CpGs	566bp	0.0322	0.881	0.849	0.426	0.265	1.84e-51	U	intron	TBC1D1
chr2	200307063	200307326	3992726	3992734	Colon-Ep	chr2:200307063-200307326	8CpGs	263bp	0.101	0.912	0.811	0.563	0.264	4.06e-75	U	intron	SATB2
chr1	84738833	84739774	1017532	1017537	Colon-Ep	chr1:84738833-84739774	5CpGs	941bp	0.37	0.944	0.573	0.392	0.264	5.48e-81	U	Intergenic	SAMD13
chr20	42234386	42234653	25480917	25480922	Colon-Ep	chr20:42234386-42234653	5CpGs	267bp	0.0749	0.945	0.87	0.71	0.263	3.36e-84	U	intron	IFT52
chr15	51082844	51083031	20530691	20530696	Colon-Ep	chr15:51082844-51083031	5CpGs	187bp	0.0864	0.922	0.836	0.615	0.263	2.69e-78	U	Intergenic	SPPL2A
chr6	14177032	14177867	9214609	9214623	Colon-Ep	chr6:14177032-14177867	14CpGs	835bp	0.195	0.892	0.697	0.392	0.262	2.56e-61	U	Intergenic	CD83
chr3	117070041	117070439	5378233	5378238	Colon-Ep	chr3:117070041-117070439	5CpGs	398bp	0.184	0.921	0.736	0.493	0.262	1.41e-77	U	Intergenic	LSAMP-AS3
chr1	1095822	1096180	19288	19302	Colon-Ep	chr1:1095822-1096180	14CpGs	358bp	0.179	0.93	0.751	0.509	0.261	1.49e-90	U	Intergenic	MIR200B
chr9	6483273	6483672	13462808	13462813	Colon-Ep	chr9:6483273-6483672	5CpGs	399bp	0.0934	0.902	0.808	0.528	0.261	2.07e-61	U	intron	UHRF2
chr9	115603152	115603322	14234320	14234328	Colon-Ep	chr9:115603152-115603322	8CpGs	170bp	0.163	0.919	0.757	0.501	0.26	4.74e-73	U	intron	SNX30
chr1	232769338	232769383	2111991	2111996	Colon-Ep	chr1:232769338-232769383	5CpGs	45bp	0.216	0.935	0.719	0.418	0.259	1.56e-71	U	Intergenic	SIPA1L2
chr9	84207149	84207297	13933492	13933502	Colon-Ep	chr9:84207149-84207297	10CpGs	148bp	0.325	0.924	0.598	0.409	0.258	1.77e-76	U	intron	TLE1
chr12	131750368	131750486	18502406	18502415	Colon-Ep	chr12:131750368-131750486	9CpGs	118bp	0.0153	0.895	0.879	0.614	0.258	6.72e-60	U	Intergenic	LOC116437
chr2	17830574	17830762	2481991	2482005	Colon-Ep	chr2:17830574-17830762	14CpGs	188bp	0.129	0.934	0.805	0.405	0.257	1.33e-71	U	intron	VSNL1
chr10	105130185	105130380	15629832	15629842	Colon-Ep	chr10:105130185-105130380	10CpGs	195bp	0.109	0.931	0.822	0.613	0.257	1.54e-98	U	intron	TAF5
chr19	42215590	42215914	24757051	24757056	Colon-Ep	chr19:42215590-42215914	5CpGs	324bp	0.0268	0.825	0.798	0.472	0.257	4.14e-47	U	intron	CEACAM5
chr20	57175402	57175675	25674885	25674890	Colon-Ep	chr20:57175402-57175675	5CpGs	273bp	0.212	0.901	0.689	0.472	0.255	5.61e-70	U	intron	APCDD1L-AS1
chr13	99850083	99850522	19174669	19174674	Colon-Ep	chr13:99850083-99850522	5CpGs	439bp	0.169	0.875	0.705	0.368	0.255	7.16e-49	U	intron	UBAC2-AS1
chr5	65217852	65218626	8066095	8066101	Colon-Ep	chr5:65217852-65218626	6CpGs	774bp	0.219	0.935	0.716	0.558	0.255	5.48e-98	U	Intergenic	ERBB2IP
chr16	65030923	65031165	21801823	21801834	Colon-Ep	chr16:65030923-65031165	11CpGs	242bp	0.0216	0.897	0.876	0.641	0.253	2.88e-61	U	intron	CDH11
chr5	79554130	79554295	8195164	8195180	Colon-Ep	chr5:79554130-79554295	16CpGs	165bp	0.0515	0.928	0.877	0.419	0.253	2.89e-55	U	Intergenic	SERINC5
chr7	117175712	117175884	11662583	11662591	Colon-Ep	chr7:117175712-117175884	8CpGs	172bp	0.066	0.915	0.849	0.572	0.252	8.63e-69	U	intron	CFTR
chr2	242734043	242734410	4440030	4440036	Colon-Ep	chr2:242734043-242734410	6CpGs	367bp	0.0683	0.787	0.719	0.386	0.252	1.94e-40	U	intron	GAL3ST2
chr15	63611441	63611974	20646384	20646391	Colon-Ep	chr15:63611441-63611974	7CpGs	533bp	0.136	0.888	0.752	0.434	0.252	1.25e-52	U	Intergenic	APH1B
chr2	183662244	183662470	3886479	3886485	Colon-Ep	chr2:183662244-183662470	6CpGs	226bp	0.0579	0.885	0.827	0.538	0.25	1.22e-61	U	Intergenic	FRZB
chr7	94138206	94138388	11441966	11441975	Colon-Ep	chr7:94138206-94138388	9CpGs	182bp	0.0219	0.881	0.86	0.426	0.25	5.28e-42	U	promoter-TSS	CASD1
chr11	114426226	114426424	17043980	17043985	Colon-Ep	chr11:114426226-114426424	5CpGs	198bp	0.248	0.888	0.64	0.417	0.249	2.5e-66	U	intron	NXPE1
chr14	69666520	69666742	19771969	19771976	Colon-Ep	chr14:69666520-69666742	7CpGs	222bp	0.0189	0.902	0.883	0.668	0.249	1.79e-79	U	intron	EXD2
chr4	23650764	23651069	6359458	6359463	Colon-Ep	chr4:23650764-23651069	5CpGs	305bp	0.0171	0.862	0.845	0.524	0.248	4.29e-48	U	Intergenic	MIR548AJ2
chr6	168335836	168336635	10482958	10482965	Colon-Ep	chr6:168335836-168336635	7CpGs	799bp	0.0631	0.875	0.812	0.407	0.247	8.61e-50	U	intron	MLLT4
chr1	82312067	82312860	1003469	1003474	Colon-Ep	chr1:82312067-82312860	5CpGs	793bp	0.107	0.882	0.775	0.44	0.246	1.33e-49	U	intron	LPHN2
chr8	95645196	95645311	12935400	12935405	Colon-Ep	chr8:95645196-95645311	5CpGs	115bp	0.0279	0.883	0.855	0.511	0.245	4.71e-59	U	Intergenic	LOC100288748
chr2	69419515	69419679	2946619	2946624	Colon-Ep	chr2:69419515-69419679	5CpGs	164bp	0.215	0.933	0.718	0.582	0.245	5.54e-85	U	intron	ANTXR1
chr11	1365461	1365551	16022842	16022849	Colon-Ep	chr11:1365461-1365551	7CpGs	90bp	0.178	0.853	0.675	0.354	0.245	1.55e-45	U	Intergenic	LOC255512
chr15	23678481	23679242	20251678	20251697	Colon-Ep	chr15:23678481-23679242	19CpGs	761bp	0.291	0.895	0.604	0.415	0.245	7.37e-65	U	Intergenic	GOLGA8S
chr15	38716228	38716439	20406518	20406523	Colon-Fibro	chr15:38716228-38716439	5CpGs	211bp	0.358	0.874	0.516	0.234	0.192	2.27e-11	U	Intergenic	FAM98B
chr3	57657521	57657831	4985778	4985783	Colon-Fibro	chr3:57657521-57657831	5CpGs	310bp	0.354	0.889	0.534	0.168	-0.193	2.72e-10	U	intron	DENND6A
chr19	49961241	49961349	24904306	24904311	Colon-Fibro	chr19:49961241-49961349	5CpGs	108bp	0.323	0.846	0.523	0.177	-0.2	6.51e-08	U	intron	ALDH16A1
chr9	3689072	3689653	13439411	13439424	Dermal-Fibro	chr9:3689072-3689653	13CpGs	581bp	0.16	0.922	0.762	0.647	0.527	2.23e-246	U	Intergenic	RFX3
chr7	6266433	6266756	10676269	10676285	Dermal-Fibro	chr7:6266433-6266756	16CpGs	323bp	0.177	0.923	0.746	0.479	0.429	4.26e-193	U	intron	CYTH3
chr16	81183400	81183470	22000209	22000217	Dermal-Fibro	chr16:81183400-81183470	8CpGs	70bp	0.162	0.901	0.739	0.506	0.4	3.16e-204	U	exon	PKD1L2
chr8	26238970	26239144	12406203	12406211	Dermal-Fibro	chr8:26238970-26239144	8CpGs	174bp	0.164	0.923	0.759	0.568	0.4	3.5e-210	U	Intergenic	BNIP3L
chr7	36650421	36650720	10931249	10931256	Dermal-Fibro	chr7:36650421-36650720	7CpGs	299bp	0.0809	0.914	0.833	0.523	0.388	4.68e-193	U	intron	AOAH
chr7	65668565	65668768	11176576	11176587	Dermal-Fibro	chr7:65668565-65668768	11CpGs	203bp	0.281	0.887	0.606	0.416	0.383	5.06e-197	U	Intergenic	TPST1
chr3	169250875	169251264	5788892	5788900	Dermal-Fibro	chr3:169250875-169251264	8CpGs	389bp	0.0419	0.872	0.83	0.482	0.376	2.07e-169	U	intron	MECOM
chr17	6152148	6152349	22310916	22310922	Dermal-Fibro	chr17:6152148-6152349	6CpGs	201bp	0.175	0.912	0.736	0.476	0.371	3.19e-198	U	Intergenic	WSCD1
chr4	88541491	88542223	6804053	6804058	Dermal-Fibro	chr4:88541491-88542223	5CpGs	732bp	0.225	0.893	0.668	0.425	0.361	1.35e-185	U	Intergenic	DSPP
chr21	40021088	40021155	26027227	26027232	Dermal-Fibro	chr21:40021088-40021155	5CpGs	67bp	0.255	0.928	0.673	0.485	0.36	4.44e-220	U	intron	ERG
chr1	222080603	222080835	1986258	1986263	Dermal-Fibro	chr1:222080603-222080835	5CpGs	232bp	0.185	0.908	0.723	0.501	0.356	9.06e-198	U	Intergenic	DUSP10
chr17	79390776	79391089	23286839	23286857	Dermal-Fibro	chr17:79390776-79391089	18CpGs	313bp	0.0787	0.873	0.794	0.405	0.355	3.24e-164	U	intron	BAHCC1
chr13	114620235	114620337	19345138	19345146	Dermal-Fibro	chr13:114620235-114620337	8CpGs	102bp	0.232	0.885	0.653	0.453	0.353	7.13e-190	U	Intergenic	LINC00565
chr22	44505759	44505988	26611908	26611928	Dermal-Fibro	chr22:44505759-44505988	20CpGs	229bp	0.366	0.933	0.567	0.453	0.347	3.17e-232	U	intron	PARVB
chr3	11791178	11791496	4554323	4554330	Dermal-Fibro	chr3:11791178-11791496	7CpGs	318bp	0.183	0.889	0.706	0.512	0.346	7.57e-205	U	Intergenic	VGLL4
chrY	7287132	7287208	28080111	28080116	Dermal-Fibro	chrY:7287132-7287208	5CpGs	76bp	0.0625	0.876	0.814	0.389	0.344	3.53e-67	U	Intergenic	PRKY
chrX	134033886	134034248	27804563	27804569	Dermal-Fibro	chrX:134033886-134034248	6CpGs	362bp	0.092	0.842	0.75	0.49	0.344	6.31e-172	U	intron	MOSPD1
chr13	68483269	68483340	18963486	18963491	Dermal-Fibro	chr13:68483269-68483340	5CpGs	71bp	0.0485	0.879	0.831	0.557	0.344	3.91e-189	U	Intergenic	PCDH9
chr12	47298922	47298958	17673587	17673592	Dermal-Fibro	chr12:47298922-47298958	5CpGs	36bp	0.0841	0.923	0.839	0.622	0.342	9.34e-219	U	Intergenic	SLC38A4
chr11	104454814	104454955	16965286	16965293	Dermal-Fibro	chr11:104454814-104454955	7CpGs	141bp	0.0617	0.907	0.845	0.522	0.334	7.38e-190	U	Intergenic	CASP12
chr2	99690665	99690794	3193982	3193989	Dermal-Fibro	chr2:99690665-99690794	7CpGs	129bp	0.15	0.911	0.761	0.5	0.333	4.06e-191	U	intron	TSGA10
chr22	49061263	49061300	26699465	26699470	Dermal-Fibro	chr22:49061263-49061300	5CpGs	37bp	0.149	0.878	0.729	0.408	0.329	5.44e-175	U	intron	FAM19A5
chr1	16218740	16219322	299754	299762	Dermal-Fibro	chr1:16218740-16219322	8CpGs	582bp	0.267	0.923	0.656	0.495	0.326	5.14e-211	U	intron	SPEN
