#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr14	51727541	51727830	20216779	20216784	Blood-Granul	chr14:51727541-51727830	5CpGs	289bp	0.197	0.908	0.711	0.556	0.461	7.72e-56	U
chr19	2303625	2303683	24960312	24960318	Blood-Granul	chr19:2303625-2303683	6CpGs	58bp	0.0908	0.91	0.819	0.618	0.461	1.19e-51	U
chr17	64843059	64843726	23796282	23796290	Blood-Granul	chr17:64843059-64843726	8CpGs	667bp	0.244	0.913	0.669	0.521	0.46	5.82e-55	U
chr14	52304989	52305296	20222234	20222241	Blood-Granul	chr14:52304989-52305296	7CpGs	307bp	0.2	0.924	0.724	0.533	0.459	4.14e-58	U
chr7	2834922	2834987	10907870	10907877	Blood-Granul	chr7:2834922-2834987	7CpGs	65bp	0.188	0.917	0.729	0.554	0.459	6.98e-65	U
chr8	120541001	120541427	13502519	13502526	Blood-Granul	chr8:120541001-120541427	7CpGs	426bp	0.284	0.922	0.639	0.539	0.458	2.83e-76	U
chr9	37131443	37131858	14076959	14076968	Blood-Granul	chr9:37131443-37131858	9CpGs	415bp	0.111	0.915	0.805	0.577	0.457	5.21e-54	U
chr1	10390785	10391596	214967	214982	Blood-Granul	chr1:10390785-10391596	15CpGs	811bp	0.189	0.923	0.734	0.538	0.455	2.2e-61	U
chr1	6040917	6041038	135714	135722	Blood-Granul	chr1:6040917-6041038	8CpGs	121bp	0.135	0.874	0.739	0.555	0.455	2.25e-41	U
chr16	69013565	69013782	22542731	22542737	Blood-Granul	chr16:69013565-69013782	6CpGs	217bp	0.162	0.924	0.762	0.614	0.454	3.31e-62	U
chr10	117423193	117423361	16188203	16188208	Blood-Granul	chr10:117423193-117423361	5CpGs	168bp	0.151	0.912	0.76	0.577	0.453	1.67e-55	U
chr9	89656910	89657074	14412778	14412786	Blood-Granul	chr9:89656910-89657074	8CpGs	164bp	0.0437	0.882	0.839	0.507	0.453	6.24e-33	U
chr15	90945021	90945465	21600367	21600376	Blood-Granul	chr15:90945021-90945465	9CpGs	444bp	0.102	0.904	0.802	0.565	0.452	9.51e-44	U
chr17	18769301	18769606	23176076	23176083	Blood-Granul	chr17:18769301-18769606	7CpGs	305bp	0.116	0.9	0.784	0.575	0.452	7.82e-50	U
chr2	134403077	134403917	3659837	3659845	Blood-Granul	chr2:134403077-134403917	8CpGs	840bp	0.0834	0.921	0.837	0.555	0.449	5.63e-53	U
chr21	36168405	36168672	27039893	27039899	Blood-Granul	chr21:36168405-36168672	6CpGs	267bp	0.182	0.937	0.756	0.559	0.448	2.37e-60	U
chr17	10678196	10678985	23075203	23075216	Blood-Granul	chr17:10678196-10678985	13CpGs	789bp	0.25	0.927	0.677	0.556	0.448	1.92e-78	U
chr20	56492888	56493644	26602327	26602337	Blood-Granul	chr20:56492888-56493644	10CpGs	756bp	0.357	0.946	0.59	0.512	0.447	3.74e-108	U
chr4	8288185	8288367	6402716	6402724	Blood-Granul	chr4:8288185-8288367	8CpGs	182bp	0.0536	0.911	0.858	0.641	0.446	1.04e-49	U
chr17	81266068	81266270	24059647	24059658	Blood-Granul	chr17:81266068-81266270	11CpGs	202bp	0.294	0.929	0.636	0.544	0.445	2.33e-91	U
chr13	49222527	49222691	19401908	19401913	Blood-Granul	chr13:49222527-49222691	5CpGs	164bp	0.228	0.918	0.691	0.58	0.445	1.21e-63	U
chr17	45496644	45497207	23572154	23572162	Blood-Granul	chr17:45496644-45497207	8CpGs	563bp	0.173	0.917	0.743	0.6	0.445	8.44e-58	U
chr5	179674912	179675049	9277442	9277448	Blood-Granul	chr5:179674912-179675049	6CpGs	137bp	0.168	0.927	0.759	0.608	0.445	2.57e-65	U
chr8	28346652	28346888	12776287	12776294	Blood-Granul	chr8:28346652-28346888	7CpGs	236bp	0.148	0.894	0.746	0.548	0.443	4.31e-51	U
chr16	1488647	1488670	21775811	21775816	Blood-Granul	chr16:1488647-1488670	5CpGs	23bp	0.105	0.895	0.79	0.565	0.441	8.57e-50	U
chr10	132586931	132587032	16392084	16392091	Blood-Granul	chr10:132586931-132587032	7CpGs	101bp	0.115	0.9	0.784	0.594	0.441	8.71e-52	U
chr9	129523752	129524105	14832622	14832631	Blood-Granul	chr9:129523752-129524105	9CpGs	353bp	0.124	0.924	0.8	0.595	0.441	1.41e-53	U
chr14	102210866	102211040	20720763	20720772	Blood-Granul	chr14:102210866-102211040	9CpGs	174bp	0.121	0.918	0.798	0.661	0.44	3.44e-58	U
chr22	23673156	23673696	27401831	27401840	Blood-Granul	chr22:23673156-23673696	9CpGs	540bp	0.208	0.933	0.724	0.615	0.439	2.69e-77	U
chr17	60371306	60371484	23740461	23740467	Blood-Granul	chr17:60371306-60371484	6CpGs	178bp	0.218	0.93	0.712	0.504	0.439	7.54e-67	U
chr10	277685	277829	15042244	15042255	Blood-Granul	chr10:277685-277829	11CpGs	144bp	0.132	0.907	0.774	0.516	0.438	8.14e-40	U
chr2	99144242	99144542	3313406	3313418	Blood-Granul	chr2:99144242-99144542	12CpGs	300bp	0.0477	0.903	0.856	0.6	0.437	6.61e-43	U
chr2	143156098	143156299	3718399	3718404	Blood-Granul	chr2:143156098-143156299	5CpGs	201bp	0.149	0.896	0.746	0.514	0.437	2.72e-38	U
chr18	12025395	12025662	24240966	24240973	Blood-Granul	chr18:12025395-12025662	7CpGs	267bp	0.269	0.931	0.662	0.506	0.437	7.94e-69	U
chr16	89500533	89500656	22852765	22852771	Blood-Granul	chr16:89500533-89500656	6CpGs	123bp	0.0288	0.88	0.851	0.651	0.437	3.17e-49	U
chr12	11784593	11784851	17909571	17909580	Blood-Granul	chr12:11784593-11784851	9CpGs	258bp	0.246	0.928	0.682	0.537	0.434	2.92e-66	U
chr4	139931225	139931426	7341480	7341487	Blood-Granul	chr4:139931225-139931426	7CpGs	201bp	0.0391	0.911	0.872	0.619	0.433	1.05e-41	U
chr20	36631930	36631996	26368899	26368905	Blood-Granul	chr20:36631930-36631996	6CpGs	66bp	0.0562	0.882	0.826	0.576	0.433	9.36e-43	U
chr5	42942545	42942643	8127722	8127728	Blood-Granul	chr5:42942545-42942643	6CpGs	98bp	0.12	0.879	0.759	0.555	0.432	5.96e-43	U
chr16	47614990	47615383	22326411	22326416	Blood-Granul	chr16:47614990-47615383	5CpGs	393bp	0.163	0.909	0.747	0.507	0.431	2.8e-45	U
chr9	121462181	121462419	14709387	14709394	Blood-Granul	chr9:121462181-121462419	7CpGs	238bp	0.22	0.899	0.679	0.484	0.43	2.1e-50	U
chr12	6680934	6681264	17853689	17853699	Blood-Granul	chr12:6680934-6681264	10CpGs	330bp	0.276	0.927	0.651	0.507	0.43	2.9e-71	U
chr17	66425803	66425948	23813769	23813774	Blood-Granul	chr17:66425803-66425948	5CpGs	145bp	0.0378	0.876	0.838	0.549	0.429	1.65e-35	U
chr11	1813367	1813617	16479819	16479827	Blood-Granul	chr11:1813367-1813617	8CpGs	250bp	0.0971	0.887	0.79	0.596	0.429	2.87e-46	U
chr2	95113698	95113860	3265098	3265104	Blood-Granul	chr2:95113698-95113860	6CpGs	162bp	0.167	0.93	0.763	0.614	0.427	7.83e-62	U
chr9	98830689	98830949	14524161	14524166	Blood-Granul	chr9:98830689-98830949	5CpGs	260bp	0.0437	0.895	0.851	0.651	0.427	3.18e-45	U
chr12	8128067	8128631	17874844	17874856	Blood-Granul	chr12:8128067-8128631	12CpGs	564bp	0.234	0.931	0.697	0.563	0.427	7.13e-68	U
chr6	105934604	105934871	10236582	10236587	Blood-Granul	chr6:105934604-105934871	5CpGs	267bp	0.0281	0.86	0.832	0.576	0.427	2.2e-32	U
chr1	206725065	206725238	1952749	1952755	Blood-Granul	chr1:206725065-206725238	6CpGs	173bp	0.0637	0.908	0.845	0.558	0.426	3.09e-43	U
chr9	136912104	136912232	15000606	15000612	Blood-Granul	chr9:136912104-136912232	6CpGs	128bp	0.0472	0.901	0.853	0.589	0.425	1.07e-44	U
chr2	47439378	47439653	2865788	2865798	Blood-Granul	chr2:47439378-47439653	10CpGs	275bp	0.172	0.92	0.747	0.551	0.424	1.71e-64	U
chr20	38294026	38294219	26392312	26392317	Blood-Granul	chr20:38294026-38294219	5CpGs	193bp	0.124	0.895	0.771	0.607	0.422	3.2e-46	U
chr8	73322036	73322961	13172806	13172813	Blood-Granul	chr8:73322036-73322961	7CpGs	925bp	0.241	0.914	0.674	0.496	0.422	6.86e-52	U
chr21	34518613	34518757	27023019	27023026	Blood-Granul	chr21:34518613-34518757	7CpGs	144bp	0.172	0.92	0.747	0.557	0.422	1.3e-59	U
chr7	2077013	2077218	10887125	10887141	Blood-Granul	chr7:2077013-2077218	16CpGs	205bp	0.0901	0.939	0.849	0.686	0.421	2.15e-73	U
chr17	63753845	63754710	23780583	23780597	Blood-Granul	chr17:63753845-63754710	14CpGs	865bp	0.355	0.945	0.59	0.525	0.421	6.33e-105	U
chr15	62888585	62888673	21277039	21277044	Blood-Granul	chr15:62888585-62888673	5CpGs	88bp	0.0219	0.906	0.884	0.634	0.421	5.71e-47	U
chr6	2835158	2835964	9347561	9347572	Blood-Granul	chr6:2835158-2835964	11CpGs	806bp	0.231	0.933	0.702	0.515	0.42	4.62e-58	U
chr11	47951109	47951523	16884148	16884155	Blood-Granul	chr11:47951109-47951523	7CpGs	414bp	0.113	0.928	0.815	0.597	0.419	2.76e-54	U
chr2	69977507	69977600	3045426	3045431	Blood-Granul	chr2:69977507-69977600	5CpGs	93bp	0.195	0.925	0.73	0.541	0.419	5.19e-55	U
chr19	11986890	11987031	25186811	25186820	Blood-Granul	chr19:11986890-11987031	9CpGs	141bp	0.253	0.944	0.691	0.61	0.418	4e-100	U
chr17	49235631	49235927	23625708	23625713	Blood-Granul	chr17:49235631-49235927	5CpGs	296bp	0.0346	0.764	0.73	0.485	0.417	8.68e-23	U
chr7	6591485	6591725	10978110	10978119	Blood-Granul	chr7:6591485-6591725	9CpGs	240bp	0.188	0.921	0.733	0.585	0.416	2.27e-63	U
chr15	75626959	75627032	21429666	21429673	Blood-Granul	chr15:75626959-75627032	7CpGs	73bp	0.112	0.892	0.78	0.52	0.415	2.35e-42	U
chr1	10151292	10151631	211527	211532	Blood-Granul	chr1:10151292-10151631	5CpGs	339bp	0.0402	0.911	0.871	0.645	0.411	1.84e-50	U
chr15	65293627	65293785	21307497	21307502	Blood-Granul	chr15:65293627-65293785	5CpGs	158bp	0.0433	0.868	0.825	0.609	0.411	2.55e-40	U
chr12	123857080	123857232	18925674	18925684	Blood-Granul	chr12:123857080-123857232	10CpGs	152bp	0.202	0.935	0.733	0.565	0.41	1.43e-68	U
chr20	49163060	49163178	26515055	26515060	Blood-Granul	chr20:49163060-49163178	5CpGs	118bp	0.082	0.916	0.834	0.672	0.409	1.2e-62	U
chr1	225860712	225861975	2114910	2114924	Blood-Granul	chr1:225860712-225861975	14CpGs	1263bp	0.322	0.917	0.595	0.507	0.409	1.06e-76	U
chr9	123423246	123423404	14733404	14733410	Blood-Granul	chr9:123423246-123423404	6CpGs	158bp	0.127	0.909	0.782	0.597	0.408	2.55e-53	U
chr10	1042666	1042753	15058435	15058441	Blood-Granul	chr10:1042666-1042753	6CpGs	87bp	0.13	0.925	0.795	0.676	0.408	1.54e-72	U
chr12	123892697	123892751	18926272	18926277	Blood-Granul	chr12:123892697-123892751	5CpGs	54bp	0.0413	0.867	0.826	0.558	0.408	6.97e-35	U
chr3	197144890	197145298	6225092	6225098	Blood-Granul	chr3:197144890-197145298	6CpGs	408bp	0.21	0.897	0.687	0.511	0.408	6.84e-46	U
chr7	2145911	2146084	10889354	10889363	Blood-Granul	chr7:2145911-2146084	9CpGs	173bp	0.123	0.935	0.812	0.624	0.408	5.36e-65	U
chr17	76328565	76329131	23947373	23947387	Blood-Granul	chr17:76328565-76329131	14CpGs	566bp	0.378	0.932	0.554	0.478	0.408	1.74e-91	U
chr16	15971368	15971698	22007359	22007367	Blood-Granul	chr16:15971368-15971698	8CpGs	330bp	0.0488	0.883	0.834	0.593	0.406	2.73e-37	U
chr8	60584049	60584280	13076142	13076147	Blood-Granul	chr8:60584049-60584280	5CpGs	231bp	0.063	0.905	0.842	0.583	0.406	8.39e-38	U
chr20	35085544	35086118	26345522	26345529	Blood-Granul	chr20:35085544-35086118	7CpGs	574bp	0.291	0.926	0.635	0.455	0.406	1.26e-55	U
chr21	37484817	37485503	27059535	27059541	Blood-Granul	chr21:37484817-37485503	6CpGs	686bp	0.116	0.885	0.769	0.546	0.405	3.87e-40	U
chr1	145746604	145747729	1408597	1408607	Blood-Granul	chr1:145746604-145747729	10CpGs	1125bp	0.305	0.914	0.609	0.497	0.403	4.2e-64	U
chr2	233233160	233233427	4419516	4419525	Blood-Granul	chr2:233233160-233233427	9CpGs	267bp	0.271	0.917	0.646	0.448	0.403	6.04e-56	U
chr20	62683892	62684080	26706030	26706057	Blood-Granul	chr20:62683892-62684080	27CpGs	188bp	0.311	0.941	0.63	0.497	0.403	5.06e-88	U
chr8	124543715	124544151	13537033	13537043	Blood-Granul	chr8:124543715-124544151	10CpGs	436bp	0.331	0.938	0.607	0.483	0.403	1.66e-84	U
chr9	121323409	121323666	14708177	14708184	Blood-Granul	chr9:121323409-121323666	7CpGs	257bp	0.345	0.931	0.587	0.473	0.403	5.75e-64	U
chr6	161199751	161199839	10694406	10694411	Blood-Granul	chr6:161199751-161199839	5CpGs	88bp	0.0544	0.922	0.868	0.595	0.401	1.41e-42	U
chr16	3612704	3612883	21836902	21836910	Blood-Granul	chr16:3612704-3612883	8CpGs	179bp	0.108	0.889	0.781	0.472	0.4	7.17e-36	U
chr12	55978221	55979057	18314667	18314689	Blood-Granul	chr12:55978221-55979057	22CpGs	836bp	0.379	0.938	0.559	0.459	0.399	5.93e-80	U
chr1	53330329	53330405	792749	792754	Blood-Granul	chr1:53330329-53330405	5CpGs	76bp	0.0634	0.901	0.837	0.685	0.399	3.35e-51	U
chr9	86284228	86284368	14375994	14376002	Blood-Granul	chr9:86284228-86284368	8CpGs	140bp	0.131	0.902	0.771	0.528	0.398	2.61e-44	U
chr1	202803679	202803780	1903920	1903928	Blood-Granul	chr1:202803679-202803780	8CpGs	101bp	0.286	0.942	0.656	0.496	0.398	4.27e-70	U
chr2	210107464	210107785	4208286	4208297	Blood-Granul	chr2:210107464-210107785	11CpGs	321bp	0.179	0.926	0.747	0.546	0.398	4.13e-55	U
chr12	11818338	11818641	17909911	17909919	Blood-Granul	chr12:11818338-11818641	8CpGs	303bp	0.288	0.947	0.659	0.571	0.398	8.26e-81	U
chr5	131675849	131676091	8789139	8789146	Blood-Granul	chr5:131675849-131676091	7CpGs	242bp	0.241	0.944	0.703	0.562	0.398	5.46e-75	U
chr19	10978048	10978427	25166086	25166092	Blood-Granul	chr19:10978048-10978427	6CpGs	379bp	0.345	0.932	0.587	0.473	0.397	3.12e-63	U
chr12	116283978	116284136	18808877	18808882	Blood-Granul	chr12:116283978-116284136	5CpGs	158bp	0.0817	0.917	0.835	0.623	0.397	1.08e-54	U
chr10	95718666	95719284	15970976	15970985	Blood-Granul	chr10:95718666-95719284	9CpGs	618bp	0.0771	0.875	0.798	0.543	0.396	3.33e-45	U
chr9	38639607	38639767	14094205	14094210	Blood-Granul	chr9:38639607-38639767	5CpGs	160bp	0.146	0.907	0.761	0.521	0.396	4.08e-45	U
chr8	123079618	123080181	13521805	13521811	Blood-Granul	chr8:123079618-123080181	6CpGs	563bp	0.352	0.944	0.591	0.496	0.396	1.13e-81	U
chr14	23118789	23119022	20003436	20003448	Blood-Granul	chr14:23118789-23119022	12CpGs	233bp	0.126	0.864	0.738	0.51	0.395	5.43e-37	U
chr17	40020798	40021032	23477898	23477908	Blood-Granul	chr17:40020798-40021032	10CpGs	234bp	0.232	0.915	0.683	0.525	0.394	1.72e-59	U
chr1	27653360	27653501	484097	484103	Blood-Granul	chr1:27653360-27653501	6CpGs	141bp	0.226	0.926	0.7	0.478	0.394	1.3e-51	U
chr10	3772928	3773136	15097897	15097904	Blood-Granul	chr10:3772928-3773136	7CpGs	208bp	0.0352	0.928	0.893	0.623	0.394	9.44e-47	U
chr9	92943537	92943840	14448696	14448701	Blood-Granul	chr9:92943537-92943840	5CpGs	303bp	0.273	0.94	0.667	0.502	0.393	1.63e-65	U
chr17	4177996	4178279	22963148	22963162	Blood-Granul	chr17:4177996-4178279	14CpGs	283bp	0.124	0.92	0.796	0.639	0.393	7.41e-62	U
chr1	205005829	205006046	1931435	1931440	Blood-Granul	chr1:205005829-205006046	5CpGs	217bp	0.0682	0.881	0.813	0.521	0.392	6.01e-40	U
chr10	71738759	71739111	15754271	15754284	Blood-Granul	chr10:71738759-71739111	13CpGs	352bp	0.287	0.926	0.639	0.469	0.392	9.4e-56	U
chr19	5908472	5908752	25062654	25062660	Blood-Granul	chr19:5908472-5908752	6CpGs	280bp	0.288	0.917	0.63	0.48	0.392	2.04e-56	U
chr1	13705415	13705609	268357	268362	Blood-Granul	chr1:13705415-13705609	5CpGs	194bp	0.0259	0.856	0.83	0.485	0.392	5.79e-23	U
chr8	10080626	10080932	12582806	12582814	Blood-Granul	chr8:10080626-10080932	8CpGs	306bp	0.268	0.941	0.673	0.535	0.391	2.37e-61	U
chr17	73381043	73381110	23889733	23889738	Blood-Granul	chr17:73381043-73381110	5CpGs	67bp	0.187	0.884	0.697	0.5	0.391	1.36e-41	U
chr8	67467590	67467769	13129619	13129625	Blood-Granul	chr8:67467590-67467769	6CpGs	179bp	0.0434	0.908	0.864	0.601	0.39	4.18e-40	U
chr7	29244573	29244765	11160212	11160218	Blood-Granul	chr7:29244573-29244765	6CpGs	192bp	0.125	0.882	0.757	0.477	0.39	2.52e-30	U
chr19	17124542	17124717	25286683	25286690	Blood-Granul	chr19:17124542-17124717	7CpGs	175bp	0.246	0.902	0.657	0.477	0.389	3.58e-39	U
chr3	127771368	127771831	5644206	5644214	Blood-Granul	chr3:127771368-127771831	8CpGs	463bp	0.279	0.919	0.64	0.484	0.389	3.2e-62	U
chr16	4636196	4636440	21859146	21859153	Blood-Granul	chr16:4636196-4636440	7CpGs	244bp	0.289	0.898	0.609	0.46	0.389	8e-51	U
chr4	6698848	6699092	6370727	6370735	Blood-Granul	chr4:6698848-6699092	8CpGs	244bp	0.27	0.938	0.668	0.543	0.388	2.74e-83	U
chr12	923779	923879	17775147	17775154	Blood-Mono+Macro	chr12:923779-923879	7CpGs	100bp	0.241	0.944	0.703	0.503	0.325	1.13e-118	U
chr14	77518127	77518167	20469119	20469124	Blood-Mono+Macro	chr14:77518127-77518167	5CpGs	40bp	0.178	0.916	0.738	0.494	0.323	8.79e-98	U
chr16	29173589	29173921	22171519	22171528	Blood-Mono+Macro	chr16:29173589-29173921	9CpGs	332bp	0.125	0.908	0.783	0.531	0.281	1.01e-82	U
chr10	113151854	113151920	16146681	16146687	Blood-Mono+Macro	chr10:113151854-113151920	6CpGs	66bp	0.211	0.937	0.726	0.576	0.28	8.82e-116	U
chr12	24967110	24967269	18010427	18010434	Blood-Mono+Macro	chr12:24967110-24967269	7CpGs	159bp	0.176	0.914	0.738	0.54	0.267	7.57e-105	U
chr7	107028249	107028462	11940375	11940382	Blood-Mono+Macro	chr7:107028249-107028462	7CpGs	213bp	0.169	0.928	0.759	0.567	0.238	1.96e-106	U
chr10	132451294	132451375	16388586	16388591	Blood-Mono+Macro	chr10:132451294-132451375	5CpGs	81bp	0.259	0.921	0.661	0.405	0.237	6.27e-87	U
chr21	5139522	5140945	26759655	26759696	Blood-Mono+Macro	chr21:5139522-5140945	41CpGs	1423bp	0.206	0.78	0.574	0.306	0.224	5.43e-16	U
chr14	103190933	103191100	20741344	20741350	Blood-Mono+Macro	chr14:103190933-103191100	6CpGs	167bp	0.217	0.897	0.68	0.388	0.22	4.82e-75	U
chr7	2244847	2244977	10891915	10891925	Blood-Mono+Macro	chr7:2244847-2244977	10CpGs	130bp	0.312	0.928	0.616	0.411	0.213	6.59e-93	U
chr9	110156404	110156553	14611682	14611690	Blood-Mono+Macro	chr9:110156404-110156553	8CpGs	149bp	0.274	0.915	0.642	0.413	0.211	2.25e-77	U
chr1	59580390	59580738	849445	849450	Blood-Mono+Macro	chr1:59580390-59580738	5CpGs	348bp	0.129	0.91	0.781	0.527	0.209	2.13e-79	U
chr19	53845768	53845907	25890777	25890785	Blood-Mono+Macro	chr19:53845768-53845907	8CpGs	139bp	0.188	0.886	0.698	0.494	0.203	7.37e-90	U
chr12	14252677	14252797	17934801	17934807	Blood-Mono+Macro	chr12:14252677-14252797	6CpGs	120bp	0.241	0.925	0.684	0.5	0.198	3.47e-92	U
chr7	77237143	77237247	11677122	11677128	Blood-Mono+Macro	chr7:77237143-77237247	6CpGs	104bp	0.276	0.937	0.661	0.484	0.194	2.87e-100	U
chr6	26545760	26545942	9593488	9593494	Blood-Mono+Macro	chr6:26545760-26545942	6CpGs	182bp	0.194	0.906	0.713	0.504	0.186	7.13e-91	U
chr2	121287283	121287589	3533295	3533300	Blood-Mono+Macro	chr2:121287283-121287589	5CpGs	306bp	0.133	0.86	0.728	0.467	0.184	2.16e-64	U
chr2	64754165	64754279	3000534	3000539	Blood-Mono+Macro	chr2:64754165-64754279	5CpGs	114bp	0.182	0.916	0.734	0.556	0.182	8.04e-99	U
chr12	121457458	121457668	18879133	18879139	Blood-Mono+Macro	chr12:121457458-121457668	6CpGs	210bp	0.314	0.939	0.625	0.434	0.182	9.53e-100	U
chr11	74022616	74022885	17228842	17228848	Blood-Mono+Macro	chr11:74022616-74022885	6CpGs	269bp	0.142	0.93	0.788	0.651	0.178	1.35e-112	U
chr19	51811466	51811655	25858892	25858900	Blood-Mono+Macro	chr19:51811466-51811655	8CpGs	189bp	0.168	0.884	0.716	0.505	0.158	1.62e-81	U
chr10	72091437	72091539	15760101	15760106	Blood-Mono+Macro	chr10:72091437-72091539	5CpGs	102bp	0.186	0.938	0.753	0.532	0.157	8.13e-99	U
chr3	13578969	13579116	4699725	4699732	Blood-Mono+Macro	chr3:13578969-13579116	7CpGs	147bp	0.202	0.867	0.665	0.313	0.155	3.31e-47	U
chr2	233242913	233243096	4419647	4419654	Blood-Mono+Macro	chr2:233242913-233243096	7CpGs	183bp	0.16	0.936	0.777	0.64	0.149	5.8e-108	U
chr3	185649428	185649601	6099010	6099015	Blood-Mono+Macro	chr3:185649428-185649601	5CpGs	173bp	0.177	0.877	0.701	0.469	0.148	1.31e-71	U
chr2	152049397	152049481	3777444	3777449	Blood-Mono+Macro	chr2:152049397-152049481	5CpGs	84bp	0.249	0.897	0.648	0.326	0.146	4.23e-64	U
chr11	33197976	33198159	16751930	16751939	Blood-Mono+Macro	chr11:33197976-33198159	9CpGs	183bp	0.159	0.915	0.756	0.62	0.145	9.7e-101	U
chr6	2375661	2375798	9341834	9341840	Blood-Mono+Macro	chr6:2375661-2375798	6CpGs	137bp	0.226	0.9	0.674	0.415	0.142	7.35e-71	U
chr21	46432126	46432422	27213966	27213982	Blood-Mono+Macro	chr21:46432126-46432422	16CpGs	296bp	0.188	0.875	0.687	0.374	0.136	1.52e-58	U
chr3	185685272	185685775	6099393	6099399	Blood-Mono+Macro	chr3:185685272-185685775	6CpGs	503bp	0.22	0.917	0.697	0.466	0.135	3.89e-89	U
chr19	51824381	51824478	25859013	25859018	Blood-Mono+Macro	chr19:51824381-51824478	5CpGs	97bp	0.216	0.902	0.685	0.365	0.134	2.29e-69	U
chr15	80718934	80719413	21487655	21487660	Blood-Mono+Macro	chr15:80718934-80719413	5CpGs	479bp	0.243	0.92	0.677	0.481	0.134	8.12e-87	U
chr17	80212972	80213067	24031643	24031648	Blood-Mono+Macro	chr17:80212972-80213067	5CpGs	95bp	0.191	0.91	0.719	0.517	0.127	8.53e-90	U
chr6	108823728	108823777	10267944	10267949	Blood-Mono+Macro	chr6:108823728-108823777	5CpGs	49bp	0.308	0.946	0.638	0.491	0.124	9.66e-103	U
chr3	37772766	37772948	4882894	4882901	Blood-Mono+Macro	chr3:37772766-37772948	7CpGs	182bp	0.227	0.889	0.662	0.363	0.121	1.97e-66	U
chr7	157769983	157770060	12414000	12414007	Blood-Mono+Macro	chr7:157769983-157770060	7CpGs	77bp	0.217	0.786	0.568	0.249	0.12	2.66e-34	U
chr2	8277159	8277294	2474036	2474041	Blood-Mono+Macro	chr2:8277159-8277294	5CpGs	135bp	0.233	0.9	0.667	0.407	0.113	8.34e-71	U
chr9	108469615	108469729	14595974	14595979	Blood-Mono+Macro	chr9:108469615-108469729	5CpGs	114bp	0.179	0.909	0.73	0.514	0.112	1.26e-72	U
chr8	26433272	26433476	12756285	12756291	Blood-Mono+Macro	chr8:26433272-26433476	6CpGs	204bp	0.227	0.872	0.645	0.398	0.112	2.52e-74	U
chr6	169720600	169721060	10803345	10803350	Blood-Mono+Macro	chr6:169720600-169721060	5CpGs	460bp	0.285	0.952	0.667	0.491	0.11	1.1e-106	U
chr1	86366003	86366223	1033469	1033475	Blood-Mono+Macro	chr1:86366003-86366223	6CpGs	220bp	0.205	0.93	0.724	0.562	0.108	1.69e-102	U
chr16	21658639	21658779	22077474	22077482	Blood-Mono+Macro	chr16:21658639-21658779	8CpGs	140bp	0.355	0.943	0.588	0.515	0.108	1.46e-103	U
chr19	19127915	19128214	25337167	25337172	Blood-Mono+Macro	chr19:19127915-19128214	5CpGs	299bp	0.293	0.928	0.634	0.413	0.107	5.98e-91	U
chr9	72440222	72440628	14266478	14266487	Blood-Mono+Macro	chr9:72440222-72440628	9CpGs	406bp	0.271	0.944	0.673	0.462	0.107	5.83e-95	U
chr1	46018200	46018663	721855	721861	Blood-Mono+Macro	chr1:46018200-46018663	6CpGs	463bp	0.377	0.919	0.542	0.355	0.105	7.11e-74	U
chr5	143165398	143165613	8923952	8923957	Blood-Mono+Macro	chr5:143165398-143165613	5CpGs	215bp	0.233	0.915	0.682	0.37	0.102	5.59e-69	U
chr17	66438132	66438372	23813899	23813905	Blood-Mono+Macro	chr17:66438132-66438372	6CpGs	240bp	0.113	0.887	0.774	0.431	0.101	1.7e-61	U
chr7	26100305	26100933	11127063	11127070	Blood-Mono+Macro	chr7:26100305-26100933	7CpGs	628bp	0.295	0.902	0.607	0.352	0.0993	2.17e-63	U
chr6	53583359	53583736	9892005	9892010	Blood-Mono+Macro	chr6:53583359-53583736	5CpGs	377bp	0.369	0.917	0.548	0.413	0.0981	1.66e-77	U
chr4	1333393	1333662	6271699	6271708	Blood-Mono+Macro	chr4:1333393-1333662	9CpGs	269bp	0.25	0.922	0.672	0.488	0.0979	1.46e-93	U
chr7	140494871	140494944	12202382	12202387	Blood-Mono+Macro	chr7:140494871-140494944	5CpGs	73bp	0.196	0.94	0.743	0.596	0.0966	1.21e-106	U
chr10	21985945	21985994	15295615	15295620	Blood-Mono+Macro	chr10:21985945-21985994	5CpGs	49bp	0.317	0.945	0.628	0.51	0.0962	1.44e-106	U
chr2	33346608	33346718	2734994	2735000	Blood-Mono+Macro	chr2:33346608-33346718	6CpGs	110bp	0.36	0.942	0.582	0.483	0.0956	9.72e-104	U
